  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
545110 ***** 201907180530 990   4 ***  33 *** * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180600 140   4 *** *** BKN * * *  2.2 05 ** ** ** ** ** ** ** 0   88   72 1005.6 ***** 1001.9 ***  74 ***** ***** ***** ***** **
545110 ***** 201907180600 990   2 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180630 990   7 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180700 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180730 990   7 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180800 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   91   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180830 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180900 200   7 *** *** BKN * * *  3.8 05 ** ** ** ** ** ** ** 0   89   71 1004.3 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180900 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907180930 140   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181000 140   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181030 990   2 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   88   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181100 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   88   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181130 990   4 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   86   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181200 180   7 *** *** BKN * * *  2.6 05 ** ** ** ** ** ** ** 0   86   72 1004.9 ***** 1001.2 *** *** ***** ***** ***** ***** **
545110 ***** 201907181200 990   7 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   86   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181230 130   9 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   84   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181300 990   7 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   84   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181330 990   4 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   82   75 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181400 990   7 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   81   73 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181430 990   9 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   81   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181500 110   4 ***   8 OBS * * *  2.4 05 ** ** ** ** ** ** ** *   82   70 1005.8 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181500 990   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   81   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181530 110   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   81   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181600 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181630 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181700 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181730 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181800 070   4 ***   8 OBS * * *  2.1 05 ** ** ** ** ** ** ** 0   78   73 1005.9 ***** 1002.2 *** *** ***** ***** ***** ***** **
545110 ***** 201907181800 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181830 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181900 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   77   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907181930 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   77   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182000 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   77   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182030 990   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   77   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182100 070   4 ***   8 OBS * * *  2.8 05 ** ** ** ** ** ** ** *   76   71 1005.9 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182100 990   4 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   77   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182130 990   4 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   75   70 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182200 990   4 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   77   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182230 990   4 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   77   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182300 990   4 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   77   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907182330 990   4 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   77   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190000 160   4 *** *** OVC * * *  3.1 05 ** ** ** ** ** ** ** *   79   72 1005.5 ***** 1001.8 *** *** ***** ***** ***** ***** **
545110 ***** 201907190000 990   4 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   79   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190030 990   2 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   79   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190100 990   4 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   72 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190130 990   2 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   72 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190200 990   2 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   73 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190230 990   4 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   82   73 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190300 090   4 *** *** BKN * * * **** 05 ** ** ** ** ** ** ** 0   83   72 1005.5 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190300 990   2  13 *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   84   73 ****** 29.71 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190330 990   4 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   84   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190400 990   4 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   84   73 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190430 990   4 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   86   72 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190500 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   72 ****** 29.68 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190530 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190600 200   4 *** *** BKN * * *  3.8 05 ** ** ** ** ** ** ** 0   89   73 1004.1 ***** 1000.4 ***  76 ***** ***** ***** ***** **
545110 ***** 201907190600 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190630 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190700 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190730 140   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190800 150   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190830 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190900 180   4 *** *** BKN * * *  5.6 ** ** ** ** ** ** ** ** *   88   70 1002.8 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190900 140   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907190930 140   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191000 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191030 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191100 140   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191130 140   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191200 110   4 *** *** BKN * * *  4.4 ** ** ** ** ** ** ** ** *   85   72 1003.1 *****  999.4 *** *** ***** ***** ***** ***** **
545110 ***** 201907191200 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191230 140   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191300 140   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191330 150   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191400 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191430 120   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191500 160   2 ***   8 OBS * * *  7.5 ** ** ** ** ** ** ** ** *   82   70 1003.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191500 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191530 140   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191600 150   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191630 130   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191700 130   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191730 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191800 200   7 ***   8 OBS * * *  6.9 ** ** ** ** ** ** ** ** *   79   70 1003.1 *****  999.4 *** *** ***** ***** ***** ***** **
545110 ***** 201907191800 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   79   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191830 130   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   79   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191900 130   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   79   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907191930 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   79   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192000 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   79   72 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192030 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   79   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192100 180   4 ***   8 OBS * * *  4.4 05 ** ** ** ** ** ** ** *   78   71 1003.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192100 990   7 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   79   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192130 990   4 *** 722 CLR * * *  3.1 10 ** ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192200 990   4 *** 722 CLR * * *  2.8 10 ** ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192230 990   4 ***  40 *** * * *  2.8 10 ** ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192300 990   7 ***  40 *** * * *  2.5 61 10 ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907192330 990   4 ***  40 *** * * *  2.5 61 10 ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200000 110   4 *** *** OVC * * *  2.7 05 ** ** ** ** ** ** ** *   78   72 1003.8 ***** 1000.1 *** *** ***** *****  0.00T 0.00T**
545110 ***** 201907200000 990   4 ***  40 *** * * *  2.5 10 ** ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200030 990   4 ***  40 *** * * *  2.5 10 ** ** ** ** ** ** ** *   77   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200100 990   4 ***  40 *** * * *  2.8 10 ** ** ** ** ** ** ** *   79   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200130 990   4 ***  40 *** * * *  2.8 10 ** ** ** ** ** ** ** *   81   75 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200200 990   4 ***  40 *** * * *  3.8 ** ** ** ** ** ** ** ** *   82   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200230 990   4 ***  40 *** * * *  3.8 ** ** ** ** ** ** ** ** *   82   72 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200300 160   4 *** *** BKN * * *  3.8 05 ** ** ** ** ** ** ** 0   82   71 1003.7 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200300 990   4 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200330 990   4 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.65 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200400 990   4 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200430 990   4 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   84   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200500 990   2 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200530 990   2 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   84   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200600 250   4 *** *** BKN * * * **** 05 ** ** ** ** ** ** ** 0   83   72 1002.7 *****  999.0 ***  77 ***** ***** ***** ***** **
545110 ***** 201907200600 360   7 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200630 990   7 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200700 990   4 ***  40 *** * * *  3.8 ** ** ** ** ** ** ** ** *   82   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200730 360   4 ***  40 *** * * *  3.8 ** ** ** ** ** ** ** ** *   82   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200800 990   2 ***  40 *** * * *  3.8 ** ** ** ** ** ** ** ** *   82   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200830 990   2 ***   9 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200900 200   4 *** *** BKN * * * **** 05 ** ** ** ** ** ** ** 0   82   74 1001.7 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200900 990   2 ***   9 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   73 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907200930 990   2 ***  10 *** * * *  5.0 ** ** ** ** ** ** ** ** *   82   73 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201000 990   2 ***  10 *** * * *  5.0 ** ** ** ** ** ** ** ** *   82   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201030 990   2 ***  10 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201100 070   2 ***  10 *** * * *  4.4 ** ** ** ** ** ** ** ** *   82   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201130 990   4 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   81   75 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201200 180   4 *** *** BKN * * *  2.6 05 ** ** ** ** ** ** ** 0   82   74 1001.4 *****  997.7 *** *** ***** ***** ***** ***** **
545110 ***** 201907201200 990   2 ***  23 *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201230 050   2 ***  23 *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201300 990   2 ***  23 *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201330 990   4 ***  23 *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201400 990   4 ***  23 *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201430 110   2 ***  23 *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201500 200   2 ***   8 OBS * * *  2.1 05 ** ** ** ** ** ** ** *   80   74 1002.7 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201500 990   2 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201530 990   2 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   81   77 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201600 080   2 *** *** *** * * *  3.1 10 ** ** ** ** ** ** ** *   79   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201630 990   2 *** *** *** * * *  3.1 10 ** ** ** ** ** ** ** *   79   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201700 060   2 *** *** *** * * *  3.1 10 ** ** ** ** ** ** ** *   79   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201730 080   2 *** *** *** * * *  3.1 10 ** ** ** ** ** ** ** *   79   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201800 180   2 ***   8 OBS * * *  1.4 05 ** ** ** ** ** ** ** 0   78   73 1002.5 *****  998.8 *** *** ***** ***** ***** ***** **
545110 ***** 201907201800 090   4 *** *** *** * * *  2.8 10 ** ** ** ** ** ** ** *   79   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201830 990   2 *** *** *** * * *  2.8 10 ** ** ** ** ** ** ** *   79   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201900 070   2 *** *** *** * * *  2.8 10 ** ** ** ** ** ** ** *   79   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907201930 990   2 ***  23 *** * * *  2.8 10 ** ** ** ** ** ** ** *   79   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202000 030   2 ***  23 *** * * *  2.5 10 ** ** ** ** ** ** ** *   77   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202030 010   2 ***  23 *** * * *  2.5 10 ** ** ** ** ** ** ** *   77   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202100 *** *** ***   8 OBS * * *  1.2 05 ** ** ** ** ** ** ** *   77   73 1002.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202100 360   2 ***  33 *** * * *  2.2 10 ** ** ** ** ** ** ** *   77   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202130 ***   0 *** *** *** * * *  2.0 10 ** ** ** ** ** ** ** *   77   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202200 990   2 *** *** *** * * *  2.0 10 ** ** ** ** ** ** ** *   77   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202230 990   2 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   79   77 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202300 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   81   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907202330 010   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   82   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210000 270   2 *** *** BKN * * *  1.4 05 ** ** ** ** ** ** ** *   83   74 1003.5 *****  999.8 *** *** ***** ***** ***** ***** **
545110 ***** 201907210000 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   84   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210030 990   4 *** 722 CLR * * *  2.2 05 ** ** ** ** ** ** ** *   86   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210100 990   4 *** 722 CLR * * *  2.8 05 ** ** ** ** ** ** ** *   90   75 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210130 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   90   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210200 990   4 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   91   73 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210230 990   2 *** 722 CLR * * *  3.1 05 ** ** ** ** ** ** ** *   91   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210300 140   7 *** *** BKN * * *  2.2 05 ** ** ** ** ** ** ** 0   91   74 1002.1 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210300 990   4  18 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   93   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210330 990   2 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   97   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210400 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   97   73 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210430 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   97   72 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210500 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  100   73 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
